Date,Symbol,Caetgory,Description,Daily_Returns,Positive Rtn Indicator,Negative Rtn Indicator,Last_Event_Date,EventName,Days,DaysFromEvent,Days Cumulative,T Price,Nearest Event Date,indexedRtn
10/8/98,ES,Stocks,SPX,-0.009908069,0,1,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,1064,10/15/98,-0.089003759
10/9/98,ES,Stocks,SPX,0.022903126,1,0,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,1064,10/15/98,-0.068139098
10/12/98,ES,Stocks,SPX,0.01412002,1,0,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,1064,10/15/98,-0.054981203
10/13/98,ES,Stocks,SPX,-0.002486325,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,1064,10/15/98,-0.057330827
10/14/98,ES,Stocks,SPX,0.00777667,1,0,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,1064,10/15/98,-0.05
10/15/98,ES,Stocks,SPX,0.052631579,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,1064,10/15/98,0
10/16/98,ES,Stocks,SPX,0.002067669,1,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,1064,10/15/98,0.002067669
10/19/98,ES,Stocks,SPX,0.003095104,1,0,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,1064,10/15/98,0.005169173
10/20/98,ES,Stocks,SPX,0.004207574,1,0,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,1064,10/15/98,0.009398496
10/21/98,ES,Stocks,SPX,-0.001117318,0,1,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,1064,10/15/98,0.008270677
10/22/98,ES,Stocks,SPX,0.012956749,1,0,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,1064,10/15/98,0.021334586
12/26/00,ES,Stocks,SPX,0.007688249,1,0,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,1359.2,1/3/01,-0.01640671
12/27/00,ES,Stocks,SPX,0.010172788,1,0,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,1359.2,1/3/01,-0.006400824
12/28/00,ES,Stocks,SPX,0.00199926,1,0,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,1359.2,1/3/01,-0.004414361
12/29/00,ES,Stocks,SPX,-0.013449601,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,1359.2,1/3/01,-0.017804591
1/2/01,ES,Stocks,SPX,-0.026367041,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,1359.2,1/3/01,-0.043702178
1/3/01,ES,Stocks,SPX,0.045699338,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,1359.2,1/3/01,0
1/4/01,ES,Stocks,SPX,-0.008019423,0,1,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,1359.2,1/3/01,-0.008019423
1/5/01,ES,Stocks,SPX,-0.032485352,0,1,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,1359.2,1/3/01,-0.040244261
1/8/01,ES,Stocks,SPX,0.003832886,1,0,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,1359.2,1/3/01,-0.036565627
1/9/01,ES,Stocks,SPX,0,0,0,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,1359.2,1/3/01,-0.036565627
1/10/01,ES,Stocks,SPX,0.013363879,1,0,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,1359.2,1/3/01,-0.023690406
4/10/01,ES,Stocks,SPX,0.01892127,1,0,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,1244.75,4/18/01,-0.059048002
4/11/01,ES,Stocks,SPX,0.001707577,1,0,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,1244.75,4/18/01,-0.057441253
4/12/01,ES,Stocks,SPX,0.017046665,1,0,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,1244.75,4/18/01,-0.04137377
4/16/01,ES,Stocks,SPX,-0.009428033,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,1244.75,4/18/01,-0.050411729
4/17/01,ES,Stocks,SPX,0.011632826,1,0,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,1244.75,4/18/01,-0.039365334
4/18/01,ES,Stocks,SPX,0.040978465,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,1244.75,4/18/01,0
4/19/01,ES,Stocks,SPX,0.011247238,1,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,1244.75,4/18/01,0.011247238
4/20/01,ES,Stocks,SPX,-0.005759682,0,1,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,1244.75,4/18/01,0.005422776
4/23/01,ES,Stocks,SPX,-0.020375549,0,1,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,1244.75,4/18/01,-0.015063266
4/24/01,ES,Stocks,SPX,-0.007137031,0,1,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,1244.75,4/18/01,-0.02209279
4/25/01,ES,Stocks,SPX,0.011501335,1,0,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,1244.75,4/18/01,-0.010845551
9/5/01,ES,Stocks,SPX,0.001768347,1,0,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,1042.5,9/17/01,0.086810552
9/6/01,ES,Stocks,SPX,-0.02603707,0,1,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,1042.5,9/17/01,0.058513189
9/7/01,ES,Stocks,SPX,-0.018350702,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,1042.5,9/17/01,0.039088729
9/10/01,ES,Stocks,SPX,0.011539349,1,0,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,1042.5,9/17/01,0.051079137
9/11/01,ES,Stocks,SPX,-0.020533881,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,1042.5,9/17/01,0.029496403
9/17/01,ES,Stocks,SPX,-0.028651293,0,1,3/3/20,FED EMERGENCY CUT,0,T,T,1042.5,9/17/01,0
9/18/01,ES,Stocks,SPX,-0.003357314,0,1,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,1042.5,9/17/01,-0.003357314
9/19/01,ES,Stocks,SPX,-0.020692974,0,1,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,1042.5,9/17/01,-0.023980815
9/20/01,ES,Stocks,SPX,-0.032678133,0,1,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,1042.5,9/17/01,-0.0558753
9/21/01,ES,Stocks,SPX,-0.010922022,0,1,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,1042.5,9/17/01,-0.06618705
9/24/01,ES,Stocks,SPX,0.035182332,1,0,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,1042.5,9/17/01,-0.033333333
8/10/07,ES,Stocks,SPX,-0.004801097,0,1,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,1450,8/17/07,0.000689655
8/13/07,ES,Stocks,SPX,0.00275672,1,0,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,1450,8/17/07,0.003448276
8/14/07,ES,Stocks,SPX,-0.014261168,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,1450,8/17/07,-0.010862069
8/15/07,ES,Stocks,SPX,-0.013770263,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,1450,8/17/07,-0.024482759
8/16/07,ES,Stocks,SPX,0.007069636,1,0,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,1450,8/17/07,-0.017586207
8/17/07,ES,Stocks,SPX,0.017901018,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,1450,8/17/07,0
8/20/07,ES,Stocks,SPX,-0.000689655,0,1,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,1450,8/17/07,-0.000689655
8/21/07,ES,Stocks,SPX,0.000862664,1,0,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,1450,8/17/07,0.000172414
8/22/07,ES,Stocks,SPX,0.012756421,1,0,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,1450,8/17/07,0.012931034
8/23/07,ES,Stocks,SPX,-0.001531915,0,1,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,1450,8/17/07,0.01137931
8/24/07,ES,Stocks,SPX,0.011592226,1,0,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,1450,8/17/07,0.023103448
1/14/08,ES,Stocks,SPX,0.008879418,1,0,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,1309.25,1/22/08,0.084781363
1/15/08,ES,Stocks,SPX,-0.02270727,0,1,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,1309.25,1/22/08,0.06014894
1/16/08,ES,Stocks,SPX,-0.008645533,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,1309.25,1/22/08,0.050983387
1/17/08,ES,Stocks,SPX,-0.026344477,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,1309.25,1/22/08,0.02329578
1/18/08,ES,Stocks,SPX,-0.010822915,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,1309.25,1/22/08,0.012220737
1/22/08,ES,Stocks,SPX,-0.012073194,0,1,3/3/20,FED EMERGENCY CUT,0,T,T,1309.25,1/22/08,0
1/23/08,ES,Stocks,SPX,0.024632423,1,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,1309.25,1/22/08,0.024632423
1/24/08,ES,Stocks,SPX,0.008013418,1,0,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,1309.25,1/22/08,0.032843231
1/25/08,ES,Stocks,SPX,-0.013496025,0,1,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,1309.25,1/22/08,0.018903953
1/28/08,ES,Stocks,SPX,0.015367316,1,0,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,1309.25,1/22/08,0.034561772
1/29/08,ES,Stocks,SPX,0.005537099,1,0,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,1309.25,1/22/08,0.040290243
10/1/08,ES,Stocks,SPX,-0.000427716,0,1,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,981,10/8/08,0.191131498
10/2/08,ES,Stocks,SPX,-0.037655113,0,1,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,981,10/8/08,0.146279307
10/3/08,ES,Stocks,SPX,-0.014450867,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,981,10/8/08,0.129714577
10/6/08,ES,Stocks,SPX,-0.049627792,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,981,10/8/08,0.073649337
10/7/08,ES,Stocks,SPX,-0.045098505,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,981,10/8/08,0.025229358
10/8/08,ES,Stocks,SPX,-0.024608501,0,1,3/3/20,FED EMERGENCY CUT,0,T,T,981,10/8/08,0
10/9/08,ES,Stocks,SPX,-0.069826707,0,1,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,981,10/8/08,-0.069826707
10/10/08,ES,Stocks,SPX,-0.023561644,0,1,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,981,10/8/08,-0.091743119
10/13/08,ES,Stocks,SPX,0.141133558,1,0,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,981,10/8/08,0.036442406
10/14/08,ES,Stocks,SPX,-0.014261126,0,1,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,981,10/8/08,0.02166157
10/15/08,ES,Stocks,SPX,-0.09877775,0,1,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,981,10/8/08,-0.079255861
2/25/20,ES,Stocks,SPX,-0.029058504,0,1,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,2997,3/3/20,0.045211879
2/26/20,ES,Stocks,SPX,-0.007102953,0,1,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,2997,3/3/20,0.037787788
2/27/20,ES,Stocks,SPX,-0.049272567,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,2997,3/3/20,-0.01334668
2/28/20,ES,Stocks,SPX,-0.002029084,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,2997,3/3/20,-0.015348682
3/2/20,ES,Stocks,SPX,0.038630973,1,0,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,2997,3/3/20,0.022689356
3/3/20,ES,Stocks,SPX,-0.022185971,0,1,3/3/20,FED EMERGENCY CUT,0,T,T,2997,3/3/20,0
3/4/20,ES,Stocks,SPX,0.039289289,1,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,2997,3/3/20,0.039289289
3/5/20,ES,Stocks,SPX,-0.031864516,0,1,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,2997,3/3/20,0.00617284
3/6/20,ES,Stocks,SPX,-0.017078428,0,1,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,2997,3/3/20,-0.011011011
3/9/20,ES,Stocks,SPX,-0.072958839,0,1,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,2997,3/3/20,-0.0831665
3/10/20,ES,Stocks,SPX,0.042944227,1,0,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,2997,3/3/20,-0.043793794
10/8/98,GC,Commodities,Gold,-0.002971278,0,1,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,299.2,10/15/98,0.009358289
10/9/98,GC,Commodities,Gold,-0.011589404,0,1,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,299.2,10/15/98,-0.002339572
10/12/98,GC,Commodities,Gold,-0.001005025,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,299.2,10/15/98,-0.003342246
10/13/98,GC,Commodities,Gold,0.001006036,1,0,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,299.2,10/15/98,-0.002339572
10/14/98,GC,Commodities,Gold,-0.002345059,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,299.2,10/15/98,-0.004679144
10/15/98,GC,Commodities,Gold,0.004701142,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,299.2,10/15/98,0
10/16/98,GC,Commodities,Gold,0.008355615,1,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,299.2,10/15/98,0.008355615
10/19/98,GC,Commodities,Gold,-0.012926748,0,1,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,299.2,10/15/98,-0.004679144
10/20/98,GC,Commodities,Gold,0,0,0,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,299.2,10/15/98,-0.004679144
10/21/98,GC,Commodities,Gold,-0.003357958,0,1,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,299.2,10/15/98,-0.00802139
10/22/98,GC,Commodities,Gold,-0.010781671,0,1,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,299.2,10/15/98,-0.018716578
12/26/00,GC,Commodities,Gold,0.001451906,1,0,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,269.3,1/3/01,0.024507984
12/27/00,GC,Commodities,Gold,0.003624502,1,0,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,269.3,1/3/01,0.028221315
12/28/00,GC,Commodities,Gold,-0.011556519,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,269.3,1/3/01,0.016338656
12/29/00,GC,Commodities,Gold,-0.000365364,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,269.3,1/3/01,0.015967323
1/2/01,GC,Commodities,Gold,-0.013157895,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,269.3,1/3/01,0.002599332
1/3/01,GC,Commodities,Gold,-0.002592593,0,1,3/3/20,FED EMERGENCY CUT,0,T,T,269.3,1/3/01,0
1/4/01,GC,Commodities,Gold,-0.003341998,0,1,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,269.3,1/3/01,-0.003341998
1/5/01,GC,Commodities,Gold,0.002235469,1,0,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,269.3,1/3/01,-0.001113999
1/8/01,GC,Commodities,Gold,0,0,0,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,269.3,1/3/01,-0.001113999
1/9/01,GC,Commodities,Gold,-0.001858736,0,1,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,269.3,1/3/01,-0.002970665
1/10/01,GC,Commodities,Gold,-0.010800745,0,1,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,269.3,1/3/01,-0.013739324
4/10/01,GC,Commodities,Gold,-0.003858025,0,1,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,262,4/18/01,-0.014503817
4/11/01,GC,Commodities,Gold,0.005422153,1,0,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,262,4/18/01,-0.009160305
4/12/01,GC,Commodities,Gold,0.005007704,1,0,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,262,4/18/01,-0.004198473
4/16/01,GC,Commodities,Gold,0.012265236,1,0,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,262,4/18/01,0.008015267
4/17/01,GC,Commodities,Gold,-0.008708822,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,262,4/18/01,-0.000763359
4/18/01,GC,Commodities,Gold,0.000763942,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,262,4/18/01,0
4/19/01,GC,Commodities,Gold,0.015267176,1,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,262,4/18/01,0.015267176
4/20/01,GC,Commodities,Gold,-0.002255639,0,1,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,262,4/18/01,0.012977099
4/23/01,GC,Commodities,Gold,-0.004144687,0,1,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,262,4/18/01,0.008778626
4/24/01,GC,Commodities,Gold,0.001513432,1,0,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,262,4/18/01,0.010305344
4/25/01,GC,Commodities,Gold,-0.00793351,0,1,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,262,4/18/01,0.002290076
9/6/01,GC,Commodities,Gold,0.003283473,1,0,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,291.5,9/17/01,-0.056603774
9/7/01,GC,Commodities,Gold,0.000363636,1,0,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,291.5,9/17/01,-0.05626072
9/10/01,GC,Commodities,Gold,-0.005089059,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,291.5,9/17/01,-0.061063465
9/11/01,GC,Commodities,Gold,0,0,0,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,291.5,9/17/01,-0.061063465
9/14/01,GC,Commodities,Gold,0.059554256,1,0,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,291.5,9/17/01,-0.005145798
9/17/01,GC,Commodities,Gold,0.005172414,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,291.5,9/17/01,0
9/18/01,GC,Commodities,Gold,-0.006174957,0,1,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,291.5,9/17/01,-0.006174957
9/19/01,GC,Commodities,Gold,0.008974802,1,0,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,291.5,9/17/01,0.002744425
9/20/01,GC,Commodities,Gold,-0.008552857,0,1,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,291.5,9/17/01,-0.005831904
9/21/01,GC,Commodities,Gold,0.010697032,1,0,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,291.5,9/17/01,0.004802744
9/24/01,GC,Commodities,Gold,-0.006828269,0,1,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,291.5,9/17/01,-0.002058319
8/10/07,GC,Commodities,Gold,0.013079667,1,0,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,666.8,8/17/07,0.022195561
8/13/07,GC,Commodities,Gold,-0.001026995,0,1,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,666.8,8/17/07,0.021145771
8/14/07,GC,Commodities,Gold,-0.001762373,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,666.8,8/17/07,0.019346131
8/15/07,GC,Commodities,Gold,0,0,0,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,666.8,8/17/07,0.019346131
8/16/07,GC,Commodities,Gold,-0.03192585,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,666.8,8/17/07,-0.013197361
8/17/07,GC,Commodities,Gold,0.01337386,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,666.8,8/17/07,0
8/20/07,GC,Commodities,Gold,-0.00044991,0,1,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,666.8,8/17/07,-0.00044991
8/21/07,GC,Commodities,Gold,-0.000450113,0,1,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,666.8,8/17/07,-0.00089982
8/22/07,GC,Commodities,Gold,0.003752627,1,0,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,666.8,8/17/07,0.00284943
8/23/07,GC,Commodities,Gold,-0.000448632,0,1,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,666.8,8/17/07,0.00239952
8/24/07,GC,Commodities,Gold,0.013614602,1,0,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,666.8,8/17/07,0.016046791
1/14/08,GC,Commodities,Gold,0.00634956,1,0,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,890.3,1/22/08,0.014714141
1/15/08,GC,Commodities,Gold,-0.000885544,0,1,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,890.3,1/22/08,0.013815568
1/16/08,GC,Commodities,Gold,-0.022822956,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,890.3,1/22/08,-0.0093227
1/17/08,GC,Commodities,Gold,-0.00170068,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,890.3,1/22/08,-0.011007526
1/18/08,GC,Commodities,Gold,0.001362862,1,0,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,890.3,1/22/08,-0.009659665
1/22/08,GC,Commodities,Gold,0.009753885,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,890.3,1/22/08,0
1/23/08,GC,Commodities,Gold,-0.008087162,0,1,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,890.3,1/22/08,-0.008087162
1/24/08,GC,Commodities,Gold,0.025704903,1,0,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,890.3,1/22/08,0.017409862
1/25/08,GC,Commodities,Gold,0.005409583,1,0,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,890.3,1/22/08,0.022913625
1/28/08,GC,Commodities,Gold,0.018008126,1,0,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,890.3,1/22/08,0.041334382
1/29/08,GC,Commodities,Gold,-0.002157265,0,1,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,890.3,1/22/08,0.039087948
10/1/08,GC,Commodities,Gold,0.007379655,1,0,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,906.5,10/8/08,-0.021180364
10/2/08,GC,Commodities,Gold,-0.048461625,0,1,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,906.5,10/8/08,-0.068615554
10/3/08,GC,Commodities,Gold,-0.013146986,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,906.5,10/8/08,-0.080860452
10/6/08,GC,Commodities,Gold,0.039606337,1,0,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,906.5,10/8/08,-0.044456702
10/7/08,GC,Commodities,Gold,0.018240591,1,0,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,906.5,10/8/08,-0.027027027
10/8/08,GC,Commodities,Gold,0.027777778,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,906.5,10/8/08,0
10/9/08,GC,Commodities,Gold,-0.022062879,0,1,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,906.5,10/8/08,-0.022062879
10/10/08,GC,Commodities,Gold,-0.031020869,0,1,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,906.5,10/8/08,-0.052399338
10/13/08,GC,Commodities,Gold,-0.019208382,0,1,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,906.5,10/8/08,-0.070601213
10/14/08,GC,Commodities,Gold,-0.003560831,0,1,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,906.5,10/8/08,-0.073910645
10/15/08,GC,Commodities,Gold,-0.000595593,0,1,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,906.5,10/8/08,-0.074462217
2/25/20,GC,Commodities,Gold,-0.015865442,0,1,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,1644.4,3/3/20,0.003405497
2/26/20,GC,Commodities,Gold,-0.004181818,0,1,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,1644.4,3/3/20,-0.000790562
2/27/20,GC,Commodities,Gold,-0.000365163,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,1644.4,3/3/20,-0.001155437
2/28/20,GC,Commodities,Gold,-0.046149163,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,1644.4,3/3/20,-0.047251277
3/2/20,GC,Commodities,Gold,0.017935789,1,0,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,1644.4,3/3/20,-0.030162977
3/3/20,GC,Commodities,Gold,0.031101079,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,1644.4,3/3/20,0
3/4/20,GC,Commodities,Gold,-0.000851374,0,1,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,1644.4,3/3/20,-0.000851374
3/5/20,GC,Commodities,Gold,0.015216068,1,0,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,1644.4,3/3/20,0.014351739
3/6/20,GC,Commodities,Gold,0.00263789,1,0,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,1644.4,3/3/20,0.017027487
3/9/20,GC,Commodities,Gold,0.001973212,1,0,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,1644.4,3/3/20,0.019034298
3/10/20,GC,Commodities,Gold,-0.009190189,0,1,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,1644.4,3/3/20,0.00966918
10/8/98,CL,Commodities,Crude Oil,-0.04249668,0,1,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,14.05,10/15/98,0.02633452
10/9/98,CL,Commodities,Crude Oil,0.0110957,1,0,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,14.05,10/15/98,0.03772242
10/12/98,CL,Commodities,Crude Oil,-0.009602195,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,14.05,10/15/98,0.027758007
10/13/98,CL,Commodities,Crude Oil,-0.014542936,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,14.05,10/15/98,0.012811388
10/14/98,CL,Commodities,Crude Oil,-0.012649332,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,14.05,10/15/98,0
10/15/98,CL,Commodities,Crude Oil,0,0,0,3/3/20,FED EMERGENCY CUT,0,T,T,14.05,10/15/98,0
10/16/98,CL,Commodities,Crude Oil,0.019928826,1,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,14.05,10/15/98,0.019928826
