Date,Symbol,Caetgory,Description,Daily_Returns,Positive Rtn Indicator,Negative Rtn Indicator,Last_Event_Date,EventName,Days,DaysFromEvent,Days Cumulative,T Price,Nearest Event Date,indexedRtn
10/15/98,PL,Commodities,Platinum,0.005865103,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,343,10/15/98,0
10/16/98,PL,Commodities,Platinum,0.010787172,1,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,343,10/15/98,0.010787172
10/19/98,PL,Commodities,Platinum,-0.025093741,0,1,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,343,10/15/98,-0.014577259
10/20/98,PL,Commodities,Platinum,-0.00295858,0,1,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,343,10/15/98,-0.017492711
10/21/98,PL,Commodities,Platinum,0.013353116,1,0,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,343,10/15/98,-0.004373178
10/22/98,PL,Commodities,Platinum,-0.013469985,0,1,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,343,10/15/98,-0.017784257
8/14/00,PL,Commodities,Platinum,-0.004237288,0,1,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,619.4,1/3/01,-0.089441395
8/15/00,PL,Commodities,Platinum,0.014539007,1,0,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,619.4,1/3/01,-0.076202777
8/16/00,PL,Commodities,Platinum,-0.000349528,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,619.4,1/3/01,-0.07652567
8/17/00,PL,Commodities,Platinum,-0.009440559,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,619.4,1/3/01,-0.085243784
1/2/01,PL,Commodities,Platinum,0.074655842,1,0,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,619.4,1/3/01,-0.016951889
1/3/01,PL,Commodities,Platinum,0.017244211,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,619.4,1/3/01,0
1/4/01,PL,Commodities,Platinum,0.012108492,1,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,619.4,1/3/01,0.012108492
1/5/01,PL,Commodities,Platinum,-0.011485085,0,1,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,619.4,1/3/01,0.00048434
1/8/01,PL,Commodities,Platinum,0.015814104,1,0,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,619.4,1/3/01,0.016306103
1/9/01,PL,Commodities,Platinum,0.002382844,1,0,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,619.4,1/3/01,0.018727801
1/10/01,PL,Commodities,Platinum,0.009667195,1,0,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,619.4,1/3/01,0.028576041
4/10/01,PL,Commodities,Platinum,0.003225228,1,0,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,607,4/18/01,-0.077594728
4/11/01,PL,Commodities,Platinum,0.024111448,1,0,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,607,4/18/01,-0.055354201
4/12/01,PL,Commodities,Platinum,0.006801535,1,0,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,607,4/18/01,-0.04892916
4/16/01,PL,Commodities,Platinum,0.047808765,1,0,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,607,4/18/01,-0.003459638
4/17/01,PL,Commodities,Platinum,0.001983799,1,0,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,607,4/18/01,-0.001482702
4/18/01,PL,Commodities,Platinum,0.001484903,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,607,4/18/01,0
4/19/01,PL,Commodities,Platinum,0.000823723,1,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,607,4/18/01,0.000823723
4/20/01,PL,Commodities,Platinum,0.001481481,1,0,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,607,4/18/01,0.002306425
4/23/01,PL,Commodities,Platinum,-0.010190664,0,1,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,607,4/18/01,-0.007907743
4/24/01,PL,Commodities,Platinum,-0.002158751,0,1,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,607,4/18/01,-0.010049423
4/25/01,PL,Commodities,Platinum,-0.006490265,0,1,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,607,4/18/01,-0.016474465
9/5/01,PL,Commodities,Platinum,-0.006525653,0,1,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,488.1,9/17/01,-0.095472239
9/6/01,PL,Commodities,Platinum,-0.009286523,0,1,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,488.1,9/17/01,-0.103872157
9/7/01,PL,Commodities,Platinum,0.015089163,1,0,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,488.1,9/17/01,-0.090350338
9/10/01,PL,Commodities,Platinum,-0.012837838,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,488.1,9/17/01,-0.102028273
9/14/01,PL,Commodities,Platinum,0.013004791,1,0,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,488.1,9/17/01,-0.090350338
9/17/01,PL,Commodities,Platinum,0.099324324,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,488.1,9/17/01,0
9/18/01,PL,Commodities,Platinum,-0.006146281,0,1,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,488.1,9/17/01,-0.006146281
9/19/01,PL,Commodities,Platinum,0.015048444,1,0,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,488.1,9/17/01,0.00880967
9/20/01,PL,Commodities,Platinum,-0.003655565,0,1,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,488.1,9/17/01,0.005121901
9/21/01,PL,Commodities,Platinum,-0.014675907,0,1,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,488.1,9/17/01,-0.009629174
9/24/01,PL,Commodities,Platinum,-0.02399669,0,1,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,488.1,9/17/01,-0.033394796
8/10/07,PL,Commodities,Platinum,0.003136517,1,0,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,1231.6,8/17/07,0.038730107
8/13/07,PL,Commodities,Platinum,0.006097084,1,0,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,1231.6,8/17/07,0.045063332
8/14/07,PL,Commodities,Platinum,-0.007847098,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,1231.6,8/17/07,0.036862618
8/15/07,PL,Commodities,Platinum,-0.004306969,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,1231.6,8/17/07,0.032396882
8/16/07,PL,Commodities,Platinum,-0.032638616,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,1231.6,8/17/07,-0.001299123
8/17/07,PL,Commodities,Platinum,0.001300813,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,1231.6,8/17/07,0
8/20/07,PL,Commodities,Platinum,0.012828841,1,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,1231.6,8/17/07,0.012828841
8/21/07,PL,Commodities,Platinum,0.00320667,1,0,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,1231.6,8/17/07,0.016076648
8/22/07,PL,Commodities,Platinum,-0.002237494,0,1,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,1231.6,8/17/07,0.013803183
8/23/07,PL,Commodities,Platinum,-0.00280314,0,1,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,1231.6,8/17/07,0.010961351
8/24/07,PL,Commodities,Platinum,0.001525982,1,0,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,1231.6,8/17/07,0.01250406
1/14/08,PL,Commodities,Platinum,0.009302918,1,0,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,1558.6,1/22/08,0.016296677
1/15/08,PL,Commodities,Platinum,0.00094697,1,0,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,1558.6,1/22/08,0.017259079
1/16/08,PL,Commodities,Platinum,-0.011605172,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,1558.6,1/22/08,0.005453612
1/17/08,PL,Commodities,Platinum,-0.000829558,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,1558.6,1/22/08,0.00461953
1/18/08,PL,Commodities,Platinum,-0.000191595,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,1558.6,1/22/08,0.00442705
1/22/08,PL,Commodities,Platinum,-0.004407538,0,1,3/3/20,FED EMERGENCY CUT,0,T,T,1558.6,1/22/08,0
1/23/08,PL,Commodities,Platinum,0.000320801,1,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,1558.6,1/22/08,0.000320801
1/24/08,PL,Commodities,Platinum,0.034571227,1,0,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,1558.6,1/22/08,0.034903118
1/25/08,PL,Commodities,Platinum,0.041599504,1,0,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,1558.6,1/22/08,0.077954575
1/28/08,PL,Commodities,Platinum,0.02892685,1,0,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,1558.6,1/22/08,0.109136404
1/29/08,PL,Commodities,Platinum,-0.003933592,0,1,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,1558.6,1/22/08,0.104773515
10/1/08,PL,Commodities,Platinum,0.01419543,1,0,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,1012.1,10/8/08,0.030629384
10/2/08,PL,Commodities,Platinum,-0.054165468,0,1,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,1012.1,10/8/08,-0.025195139
10/3/08,PL,Commodities,Platinum,-0.021082506,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,1012.1,10/8/08,-0.045746468
10/6/08,PL,Commodities,Platinum,0.021433009,1,0,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,1012.1,10/8/08,-0.025293943
10/7/08,PL,Commodities,Platinum,0.034668018,1,0,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,1012.1,10/8/08,0.008497184
10/8/08,PL,Commodities,Platinum,-0.00842559,0,1,3/3/20,FED EMERGENCY CUT,0,T,T,1012.1,10/8/08,0
10/9/08,PL,Commodities,Platinum,0.031222211,1,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,1012.1,10/8/08,0.031222211
10/10/08,PL,Commodities,Platinum,-0.036887995,0,1,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,1012.1,10/8/08,-0.006817508
10/13/08,PL,Commodities,Platinum,-0.007560684,0,1,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,1012.1,10/8/08,-0.014326648
10/14/08,PL,Commodities,Platinum,0.046110666,1,0,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,1012.1,10/8/08,0.031123407
10/15/08,PL,Commodities,Platinum,-0.065542353,0,1,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,1012.1,10/8/08,-0.036458848
2/25/20,PL,Commodities,Platinum,-0.043009649,0,1,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,869.3,3/3/20,0.072472104
2/26/20,PL,Commodities,Platinum,-0.018770782,0,1,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,869.3,3/3/20,0.052340964
2/27/20,PL,Commodities,Platinum,-0.010166157,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,869.3,3/3/20,0.041642701
2/28/20,PL,Commodities,Platinum,-0.045057979,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,869.3,3/3/20,-0.005291614
3/2/20,PL,Commodities,Platinum,-0.006129293,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,869.3,3/3/20,-0.011388473
3/3/20,PL,Commodities,Platinum,0.011519665,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,869.3,3/3/20,0
3/4/20,PL,Commodities,Platinum,0.00678707,1,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,869.3,3/3/20,0.00678707
3/5/20,PL,Commodities,Platinum,-0.010854662,0,1,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,869.3,3/3/20,-0.004141263
3/6/20,PL,Commodities,Platinum,0.035462631,1,0,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,869.3,3/3/20,0.031174508
3/9/20,PL,Commodities,Platinum,-0.037483266,0,1,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,869.3,3/3/20,-0.007477281
3/10/20,PL,Commodities,Platinum,0.007649513,1,0,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,869.3,3/3/20,0.000115035
10/8/98,PA,Commodities,Palladium,-0.012399581,0,1,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,275,10/15/98,0.028181818
10/9/98,PA,Commodities,Palladium,0.003536693,1,0,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,275,10/15/98,0.031818182
10/12/98,PA,Commodities,Palladium,-0.018502203,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,275,10/15/98,0.012727273
10/13/98,PA,Commodities,Palladium,0.001795332,1,0,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,275,10/15/98,0.014545455
10/14/98,PA,Commodities,Palladium,-0.003584229,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,275,10/15/98,0.010909091
10/15/98,PA,Commodities,Palladium,-0.010791367,0,1,3/3/20,FED EMERGENCY CUT,0,T,T,275,10/15/98,0
10/16/98,PA,Commodities,Palladium,0.021636364,1,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,275,10/15/98,0.021636364
10/19/98,PA,Commodities,Palladium,-0.017618793,0,1,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,275,10/15/98,0.003636364
10/20/98,PA,Commodities,Palladium,-0.011775362,0,1,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,275,10/15/98,-0.008181818
10/21/98,PA,Commodities,Palladium,0.008249313,1,0,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,275,10/15/98,0
10/22/98,PA,Commodities,Palladium,-0.004181818,0,1,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,275,10/15/98,-0.004181818
12/26/00,PA,Commodities,Palladium,-0.001041667,0,1,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,988.4,1/3/01,-0.029745042
12/27/00,PA,Commodities,Palladium,0.005213764,1,0,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,988.4,1/3/01,-0.024686362
12/28/00,PA,Commodities,Palladium,-0.011410788,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,988.4,1/3/01,-0.035815459
12/29/00,PA,Commodities,Palladium,0.001521511,1,0,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,988.4,1/3/01,-0.034348442
1/2/01,PA,Commodities,Palladium,0.01472052,1,0,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,988.4,1/3/01,-0.020133549
1/3/01,PA,Commodities,Palladium,0.020547238,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,988.4,1/3/01,0
1/4/01,PA,Commodities,Palladium,-0.006475111,0,1,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,988.4,1/3/01,-0.006475111
1/5/01,PA,Commodities,Palladium,0.00407332,1,0,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,988.4,1/3/01,-0.002428167
1/8/01,PA,Commodities,Palladium,0.040162272,1,0,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,988.4,1/3/01,0.037636584
1/9/01,PA,Commodities,Palladium,0.008580343,1,0,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,988.4,1/3/01,0.046539862
1/10/01,PA,Commodities,Palladium,0.03712297,1,0,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,988.4,1/3/01,0.08539053
4/10/01,PA,Commodities,Palladium,-0.013531209,0,1,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,737,4/18/01,-0.080054274
4/11/01,PA,Commodities,Palladium,-0.014749263,0,1,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,737,4/18/01,-0.093622795
4/12/01,PA,Commodities,Palladium,-0.015194611,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,737,4/18/01,-0.107394844
4/16/01,PA,Commodities,Palladium,0.009348636,1,0,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,737,4/18/01,-0.099050204
4/17/01,PA,Commodities,Palladium,0.149849398,1,0,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,737,4/18/01,0.035956581
4/18/01,PA,Commodities,Palladium,-0.034708579,0,1,3/3/20,FED EMERGENCY CUT,0,T,T,737,4/18/01,0
4/19/01,PA,Commodities,Palladium,-0.044776119,0,1,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,737,4/18/01,-0.044776119
4/20/01,PA,Commodities,Palladium,0.002201705,1,0,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,737,4/18/01,-0.042672999
4/23/01,PA,Commodities,Palladium,0.020480476,1,0,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,737,4/18/01,-0.023066486
4/24/01,PA,Commodities,Palladium,-0.013888889,0,1,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,737,4/18/01,-0.036635007
4/25/01,PA,Commodities,Palladium,-0.003169014,0,1,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,737,4/18/01,-0.039687924
9/5/01,PA,Commodities,Palladium,0.015611354,1,0,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,470,9/17/01,-0.010319149
9/6/01,PA,Commodities,Palladium,-0.015371386,0,1,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,470,9/17/01,-0.025531915
9/7/01,PA,Commodities,Palladium,-0.00731441,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,470,9/17/01,-0.032659574
9/10/01,PA,Commodities,Palladium,0.009567799,1,0,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,470,9/17/01,-0.023404255
9/14/01,PA,Commodities,Palladium,-0.009477124,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,470,9/17/01,-0.032659574
9/17/01,PA,Commodities,Palladium,0.033762235,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,470,9/17/01,0
9/18/01,PA,Commodities,Palladium,0,0,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,470,9/17/01,0
9/19/01,PA,Commodities,Palladium,-0.010638298,0,1,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,470,9/17/01,-0.010638298
9/20/01,PA,Commodities,Palladium,-0.030107527,0,1,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,470,9/17/01,-0.040425532
9/21/01,PA,Commodities,Palladium,-0.019955654,0,1,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,470,9/17/01,-0.059574468
9/24/01,PA,Commodities,Palladium,-0.024886878,0,1,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,470,9/17/01,-0.082978723
8/10/07,PA,Commodities,Palladium,-0.011043622,0,1,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,329.75,8/17/07,0.086277483
8/13/07,PA,Commodities,Palladium,-0.000139587,0,1,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,329.75,8/17/07,0.086125853
8/14/07,PA,Commodities,Palladium,-0.009632835,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,329.75,8/17/07,0.075663381
8/15/07,PA,Commodities,Palladium,-0.011840992,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,329.75,8/17/07,0.062926459
8/16/07,PA,Commodities,Palladium,-0.064621969,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,329.75,8/17/07,-0.005761941
8/17/07,PA,Commodities,Palladium,0.005795333,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,329.75,8/17/07,0
8/20/07,PA,Commodities,Palladium,0.006671721,1,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,329.75,8/17/07,0.006671721
8/21/07,PA,Commodities,Palladium,-0.025455641,0,1,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,329.75,8/17/07,-0.018953753
8/22/07,PA,Commodities,Palladium,-0.001545595,0,1,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,329.75,8/17/07,-0.020470053
8/23/07,PA,Commodities,Palladium,0.01501548,1,0,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,329.75,8/17/07,-0.005761941
8/24/07,PA,Commodities,Palladium,0.012048193,1,0,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,329.75,8/17/07,0.006216831
1/14/08,PA,Commodities,Palladium,0.016129032,1,0,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,371.1,1/22/08,0.044058205
1/15/08,PA,Commodities,Palladium,-0.007613886,0,1,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,371.1,1/22/08,0.036108866
1/16/08,PA,Commodities,Palladium,-0.017295189,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,371.1,1/22/08,0.018189167
1/17/08,PA,Commodities,Palladium,-0.004234485,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,371.1,1/22/08,0.013877661
1/18/08,PA,Commodities,Palladium,-0.003189369,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,371.1,1/22/08,0.010644031
1/22/08,PA,Commodities,Palladium,-0.010531929,0,1,3/3/20,FED EMERGENCY CUT,0,T,T,371.1,1/22/08,0
1/23/08,PA,Commodities,Palladium,-0.004446241,0,1,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,371.1,1/22/08,-0.004446241
1/24/08,PA,Commodities,Palladium,0.017864393,1,0,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,371.1,1/22/08,0.013338723
1/25/08,PA,Commodities,Palladium,0.024996676,1,0,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,371.1,1/22/08,0.038668822
1/28/08,PA,Commodities,Palladium,0.015306784,1,0,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,371.1,1/22/08,0.054567502
1/29/08,PA,Commodities,Palladium,0.004982752,1,0,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,371.1,1/22/08,0.05982215
10/1/08,PA,Commodities,Palladium,0.040700543,1,0,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,199.7,10/8/08,0.056334502
10/2/08,PA,Commodities,Palladium,-0.036738564,0,1,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,199.7,10/8/08,0.017526289
10/3/08,PA,Commodities,Palladium,-0.006643701,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,199.7,10/8/08,0.010766149
10/6/08,PA,Commodities,Palladium,-0.000743126,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,199.7,10/8/08,0.010015023
10/7/08,PA,Commodities,Palladium,-0.016113039,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,199.7,10/8/08,-0.006259389
10/8/08,PA,Commodities,Palladium,0.006298816,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,199.7,10/8/08,0
10/9/08,PA,Commodities,Palladium,0.025037556,1,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,199.7,10/8/08,0.025037556
10/10/08,PA,Commodities,Palladium,-0.035173425,0,1,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,199.7,10/8/08,-0.011016525
10/13/08,PA,Commodities,Palladium,0.031898734,1,0,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,199.7,10/8/08,0.020530796
10/14/08,PA,Commodities,Palladium,0.003680079,1,0,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,199.7,10/8/08,0.02428643
10/15/08,PA,Commodities,Palladium,-0.043754583,0,1,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,199.7,10/8/08,-0.020530796
2/25/20,PA,Commodities,Palladium,0.05017253,1,0,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,2387.5,3/3/20,0.109026178
2/26/20,PA,Commodities,Palladium,0.016995241,1,0,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,2387.5,3/3/20,0.127874346
2/27/20,PA,Commodities,Palladium,0.007018717,1,0,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,2387.5,3/3/20,0.135790576
2/28/20,PA,Commodities,Palladium,-0.081351182,0,1,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,2387.5,3/3/20,0.04339267
3/2/20,PA,Commodities,Palladium,-0.025450604,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,2387.5,3/3/20,0.016837696
3/3/20,PA,Commodities,Palladium,-0.016558883,0,1,3/3/20,FED EMERGENCY CUT,0,T,T,2387.5,3/3/20,0
3/4/20,PA,Commodities,Palladium,-0.00104712,0,1,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,2387.5,3/3/20,-0.00104712
3/5/20,PA,Commodities,Palladium,0.035387841,1,0,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,2387.5,3/3/20,0.034303665
3/6/20,PA,Commodities,Palladium,-0.012229691,0,1,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,2387.5,3/3/20,0.02165445
3/9/20,PA,Commodities,Palladium,-0.013734011,0,1,3/3/20,FED EMERGENCY CUT,4,T+4,T to T+5,2387.5,3/3/20,0.007623037
3/10/20,PA,Commodities,Palladium,-0.036704493,0,1,3/3/20,FED EMERGENCY CUT,5,T+5,T to T+5,2387.5,3/3/20,-0.029361257
10/7/98,AUDUSD,FX,AUDUSD,0.004765957,1,0,3/3/20,FED EMERGENCY CUT,-5,T-5,T-5 to T,0.6356,10/15/98,-0.07127124
10/8/98,AUDUSD,FX,AUDUSD,0.048280535,1,0,3/3/20,FED EMERGENCY CUT,-4,T-4,T-5 to T,0.6356,10/15/98,-0.026431718
10/9/98,AUDUSD,FX,AUDUSD,-0.006625727,0,1,3/3/20,FED EMERGENCY CUT,-3,T-3,T-5 to T,0.6356,10/15/98,-0.032882316
10/13/98,AUDUSD,FX,AUDUSD,0.021799252,1,0,3/3/20,FED EMERGENCY CUT,-2,T-2,T-5 to T,0.6356,10/15/98,-0.011799874
10/14/98,AUDUSD,FX,AUDUSD,-0.006209202,0,1,3/3/20,FED EMERGENCY CUT,-1,T-1,T-5 to T,0.6356,10/15/98,-0.017935809
10/15/98,AUDUSD,FX,AUDUSD,0.018263377,1,0,3/3/20,FED EMERGENCY CUT,0,T,T,0.6356,10/15/98,0
10/16/98,AUDUSD,FX,AUDUSD,0.007709251,1,0,3/3/20,FED EMERGENCY CUT,1,T+1,T to T+5,0.6356,10/15/98,0.007709251
10/20/98,AUDUSD,FX,AUDUSD,-0.016081187,0,1,3/3/20,FED EMERGENCY CUT,2,T+2,T to T+5,0.6356,10/15/98,-0.008495909
10/21/98,AUDUSD,FX,AUDUSD,0.001745478,1,0,3/3/20,FED EMERGENCY CUT,3,T+3,T to T+5,0.6356,10/15/98,-0.006765261
